tag,date,question_count,question_pct,unanswered_count,unanswered_pct
dropbox-api,9/19/2018,2073.00,1.25821e-4,831.00,1.73535e-4
actionscript,9/19/2018,9100.00,5.52326e-4,2443.00,5.10166e-4
amazon-swf,9/19/2018,232.00,1.41e-5,77.00,1.61e-5
amazon-rds,9/19/2018,2524.00,1.53195e-4,1021.00,2.13213e-4
google-spreadsheet,9/19/2018,15620.00,9.48056e-4,5963.00,1.25E-03
ios8,9/18/2018,9400.00,5.70802e-4,3213.00,6.71449e-4
google-spreadsheet,9/18/2018,15605.00,9.47588e-4,5953.00,1.24E-03
amazon-ec2,9/18/2018,22697.00,1.38E-03,8480.00,1.77E-03
amazon-emr,9/18/2018,3039.00,1.84539e-4,1240.00,2.59132e-4
amazon-s3,9/18/2018,25353.00,1.54E-03,9985.00,2.09E-03
sql-server,9/18/2018,241917.00,1.47E-02,60674.00,1.27E-02
amazon-cloudformation,9/18/2018,2491.00,1.51262e-4,878.00,1.83482e-4
amazon-rds-aurora,9/18/2018,319.00,1.94e-5,145.00,3.03e-5
dropbox,9/18/2018,3070.00,1.86421e-4,1170.00,2.44504e-4
amazon-elasticache,9/18/2018,431.00,2.62e-5,177.00,3.7e-5
amazon-ebs,9/18/2018,338.00,2.05e-5,55.00,1.15e-5
cognos,9/18/2018,849.00,5.16e-5,380.00,7.94e-5
osx,9/18/2018,87377.00,5.31E-03,87377.00,1.83E-02
amazon-elb,9/18/2018,1447.00,8.79e-5,560.00,1.17028e-4
stripe-payments,9/18/2018,4943.00,3.00154e-4,1783.00,3.72602e-4
amazon-swf,9/18/2018,232.00,1.41e-5,77.00,1.61e-5
amazon-redshift,9/18/2018,3469.00,2.1065e-4,1253.00,2.61849e-4
azure,9/18/2018,60973.00,3.70E-03,20999.00,4.39E-03
amazon-sqs,9/18/2018,1572.00,9.55e-5,551.00,1.15147e-4
ios9,9/18/2018,4182.00,2.53946e-4,1580.00,3.30186e-4
amazon-data-pipeline,9/18/2018,402.00,2.44e-5,199.00,4.16e-5
amazon-cognito,9/18/2018,2811.00,1.70694e-4,1194.00,2.49519e-4
actionscript,9/18/2018,9100.00,5.52584e-4,2443.00,5.10534e-4
excel,9/18/2018,177181.00,1.08E-02,61697.00,1.29E-02
amazon-mws,9/18/2018,703.00,4.27e-5,276.00,5.77e-5
amazon-cloudsearch,9/18/2018,319.00,1.94e-5,135.00,2.82e-5
paypal,9/18/2018,18048.00,1.10E-03,8408.00,1.76E-03
applepayjs,9/18/2018,30.00,1.82e-6,19.00,3.97e-6
amazon,9/18/2018,3635.00,2.2073e-4,1410.00,2.94659e-4
actionscript-3,9/18/2018,41148.00,2.50E-03,11030.00,2.31E-03
amazon-lambda,9/18/2018,7940.00,4.82144e-4,7940.00,1.66E-03
android,9/18/2018,1136897.00,6.90E-02,424350.00,8.87E-02
amazon-sns,9/18/2018,1395.00,8.47e-5,598.00,1.24969e-4
mongodb,9/18/2018,103907.00,6.31E-03,36455.00,7.62E-03
amazon-glacier,9/18/2018,191.00,1.16e-5,58.00,1.21e-5
amazon-ecs,9/18/2018,1062.00,6.45e-5,503.00,1.05116e-4
amazon-cloudfront,9/18/2018,2255.00,1.36931e-4,884.00,1.84736e-4
windows,9/18/2018,124607.00,7.57E-03,38929.00,8.14E-03
android-pay,9/18/2018,490.00,2.98e-5,221.00,4.62e-5
amazon-rds,9/18/2018,2517.00,1.52841e-4,1015.00,2.12112e-4
amazon-elastic-beanstalk,9/18/2018,5473.00,3.32339e-4,2217.00,4.63303e-4
citrix,9/18/2018,595.00,3.61e-5,290.00,6.06e-5
amazon-dynamodb,9/18/2018,5948.00,3.61183e-4,2160.00,4.51392e-4
amazon-ses,9/18/2018,932.00,5.66e-5,356.00,7.44e-5
amazon-simpledb,9/18/2018,392.00,2.38e-5,78.00,1.63e-5
amazon-cloudwatch,9/18/2018,1161.00,7.05e-5,496.00,1.03653e-4
amazon-route53,9/18/2018,1092.00,6.63e-5,386.00,8.07e-5
amazon-kinesis,9/18/2018,758.00,4.6e-5,374.00,7.82e-5
amazon-vpc,9/18/2018,718.00,4.36e-5,216.00,4.51e-5
applepay,9/18/2018,356.00,2.16e-5,173.00,3.62e-5
dropbox-api,9/18/2018,2073.00,1.2588e-4,831.00,1.7366e-4
amazon-web-services,9/18/2018,63604.00,3.86E-03,25006.00,5.23E-03
ios,9/18/2018,576645.00,3.50E-02,189021.00,3.95E-02
amazon-cloudfront,9/17/2018,2253.00,1.3687e-4,882.00,1.84445e-4
windows,9/17/2018,124567.00,7.57E-03,38913.00,8.14E-03
amazon-rds,9/17/2018,2513.00,1.52665e-4,1011.00,2.11422e-4
amazon-cloudsearch,9/17/2018,319.00,1.94e-5,135.00,2.82e-5
amazon-vpc,9/17/2018,717.00,4.36e-5,215.00,4.5e-5
android-pay,9/17/2018,489.00,2.97e-5,220.00,4.6e-5
ios8,9/17/2018,9400.00,5.71051e-4,3213.00,6.7191e-4
dropbox,9/17/2018,3068.00,1.86381e-4,1169.00,2.44462e-4
amazon-mws,9/17/2018,703.00,4.27e-5,276.00,5.77e-5
amazon-elastic-beanstalk,9/17/2018,651.00,3.95e-5,319.00,6.67e-5
citrix,9/17/2018,593.00,3.6e-5,288.00,6.02e-5
excel,9/17/2018,177071.00,1.08E-02,61634.00,1.29E-02
actionscript,9/17/2018,9100.00,5.52825e-4,2443.00,5.10884e-4
amazon-cloudformation,9/17/2018,2485.00,1.51E-04,873.00,1.82563e-4
amazon-cognito,9/17/2018,1889.00,1.14757e-4,812.00,1.69806e-4
cognos,9/17/2018,849.00,5.16e-5,381.00,7.97e-5
amazon-dynamodb,9/17/2018,5939.00,3.60794e-4,2152.00,4.50029e-4
stripe-payments,9/17/2018,4940.00,3.00104e-4,1783.00,3.72849e-4
amazon-ses,9/17/2018,930.00,5.65e-5,355.00,7.42e-5
amazon-rds-aurora,9/17/2018,318.00,1.93e-5,144.00,3.01e-5
dropbox-api,9/17/2018,2071.00,1.25813e-4,829.00,1.73361e-4
amazon-sqs,9/17/2018,1572.00,9.55e-5,553.00,1.15644e-4
ios9,9/17/2018,4182.00,2.54057e-4,1580.00,3.30412e-4
azure,9/17/2018,60919.00,3.70E-03,20975.00,4.39E-03
amazon-simpledb,9/17/2018,392.00,2.38e-5,78.00,1.63e-5
amazon-ec2,9/17/2018,22687.00,1.38E-03,8475.00,1.77E-03
amazon-cloudwatch,9/17/2018,1159.00,7.04e-5,494.00,1.03306e-4
amazon-redshift,9/17/2018,3466.00,2.10559e-4,1250.00,2.61402e-4
amazon-data-pipeline,9/17/2018,402.00,2.44e-5,199.00,4.16e-5
amazon-web-services,9/17/2018,63542.00,3.86E-03,24969.00,5.22E-03
sql-server,9/17/2018,241801.00,1.47E-02,60629.00,1.27E-02
amazon-swf,9/17/2018,232.00,1.41e-5,77.00,1.61e-5
amazon-elasticache,9/17/2018,431.00,2.62e-5,177.00,3.7e-5
amazon-elb,9/17/2018,1061.00,6.45e-5,382.00,7.99e-5
amazon-route53,9/17/2018,1090.00,6.62e-5,384.00,8.03e-5
amazon-kinesis,9/17/2018,758.00,4.6e-5,374.00,7.82e-5
amazon-s3,9/17/2018,25329.00,1.54E-03,9968.00,2.08E-03
google-spreadsheet,9/17/2018,15586.00,9.46845e-4,5942.00,1.24E-03
osx,9/17/2018,87347.00,5.31E-03,87347.00,1.83E-02
ios,9/17/2018,576462.00,3.50E-02,188933.00,3.95E-02
amazon-emr,9/17/2018,3034.00,1.84315e-4,1237.00,2.58683e-4
amazon-ebs,9/17/2018,338.00,2.05e-5,55.00,1.15e-5
amazon-sns,9/17/2018,1394.00,8.47e-5,598.00,1.25054e-4
android,9/17/2018,1136508.00,6.90E-02,424131.00,8.87E-02
amazon-glacier,9/17/2018,191.00,1.16e-5,58.00,1.21e-5
amazon-lambda,9/17/2018,7920.00,4.81139e-4,7920.00,1.66E-03
actionscript-3,9/17/2018,41147.00,2.50E-03,11029.00,2.31E-03
amazon-ecs,9/17/2018,950.00,5.77e-5,447.00,9.35e-5
mongodb,9/17/2018,103837.00,6.31E-03,36433.00,7.62E-03
amazon,9/17/2018,3635.00,2.20826e-4,1412.00,2.9528e-4
paypal,9/17/2018,18039.00,1.10E-03,8401.00,1.76E-03
applepayjs,9/17/2018,30.00,1.82e-6,19.00,3.97e-6
applepay,9/17/2018,356.00,2.16e-5,173.00,3.62e-5
amazon-route53,9/16/2018,1090.00,6.62e-5,384.00,8.03e-5
amazon-rds,9/16/2018,2513.00,1.52699e-4,1013.00,2.11912e-4
amazon-sqs,9/16/2018,1570.00,9.54e-5,552.00,1.15474e-4
azure,9/16/2018,60904.00,3.70E-03,20968.00,4.39E-03
amazon-swf,9/16/2018,232.00,1.41e-5,77.00,1.61e-5
amazon-ebs,9/16/2018,338.00,2.05e-5,55.00,1.15e-5
amazon-data-pipeline,9/16/2018,402.00,2.44e-5,199.00,4.16e-5
ios8,9/16/2018,9400.00,5.71179e-4,3213.00,6.72136e-4
dropbox-api,9/16/2018,2071.00,1.25841e-4,829.00,1.7342e-4
osx,9/16/2018,87329.00,5.31E-03,87329.00,1.83E-02
amazon-kinesis,9/16/2018,758.00,4.61e-5,374.00,7.82e-5
sql-server,9/16/2018,241768.00,1.47E-02,60612.00,1.27E-02
cognos,9/16/2018,849.00,5.16e-5,381.00,7.97e-5
dropbox,9/16/2018,3069.00,1.86483e-4,1170.00,2.44755e-4
amazon-redshift,9/16/2018,3465.00,2.10546e-4,1251.00,2.617e-4
applepayjs,9/16/2018,30.00,1.82e-6,19.00,3.97e-6
amazon-lambda,9/16/2018,7918.00,4.81126e-4,7918.00,1.66E-03
amazon-sns,9/16/2018,1394.00,8.47e-5,598.00,1.25097e-4
amazon-ecs,9/16/2018,950.00,5.77e-5,447.00,9.35e-5
amazon-elastic-beanstalk,9/16/2018,651.00,3.96e-5,319.00,6.67e-5
amazon-dynamodb,9/16/2018,5937.00,3.60754e-4,2150.00,4.49764e-4
applepay,9/16/2018,356.00,2.16e-5,173.00,3.62e-5
amazon-cloudformation,9/16/2018,2485.00,1.50998e-4,874.00,1.82834e-4
mongodb,9/16/2018,103806.00,6.31E-03,36422.00,7.62E-03
stripe-payments,9/16/2018,4936.00,2.99928e-4,1780.00,3.72362e-4
amazon-cloudwatch,9/16/2018,1160.00,7.05e-5,493.00,1.03132e-4
android-pay,9/16/2018,488.00,2.97e-5,219.00,4.58e-5
windows,9/16/2018,124553.00,7.57E-03,38905.00,8.14E-03
amazon-glacier,9/16/2018,191.00,1.16e-5,58.00,1.21e-5
actionscript-3,9/16/2018,41146.00,2.50E-03,11029.00,2.31E-03
amazon,9/16/2018,3633.00,2.20754e-4,1410.00,2.94961e-4
excel,9/16/2018,177048.00,1.08E-02,61630.00,1.29E-02
actionscript,9/16/2018,9100.00,5.52949e-4,2443.00,5.11057e-4
amazon-elb,9/16/2018,1061.00,6.45e-5,382.00,7.99e-5
amazon-emr,9/16/2018,3034.00,1.84357e-4,1236.00,2.58562e-4
google-spreadsheet,9/16/2018,15577.00,9.46514e-4,5935.00,1.24E-03
ios,9/16/2018,576392.00,3.50E-02,188912.00,3.95E-02
amazon-web-services,9/16/2018,63519.00,3.86E-03,24959.00,5.22E-03
amazon-vpc,9/16/2018,716.00,4.35e-5,215.00,4.5e-5
amazon-ec2,9/16/2018,22683.00,1.38E-03,8473.00,1.77E-03
amazon-s3,9/16/2018,25323.00,1.54E-03,9966.00,2.08E-03
amazon-rds-aurora,9/16/2018,318.00,1.93e-5,144.00,3.01e-5
amazon-elasticache,9/16/2018,431.00,2.62e-5,177.00,3.7e-5
ios9,9/16/2018,4182.00,2.54114e-4,1580.00,3.30524e-4
amazon-cognito,9/16/2018,1885.00,1.14539e-4,808.00,1.69027e-4
amazon-mws,9/16/2018,703.00,4.27e-5,276.00,5.77e-5
amazon-cloudsearch,9/16/2018,319.00,1.94e-5,135.00,2.82e-5
paypal,9/16/2018,18036.00,1.10E-03,8398.00,1.76E-03
amazon-cloudfront,9/16/2018,2252.00,1.3684e-4,881.00,1.84298e-4
citrix,9/16/2018,593.00,3.6e-5,288.00,6.02e-5
amazon-ses,9/16/2018,930.00,5.65e-5,355.00,7.43e-5
amazon-simpledb,9/16/2018,392.00,2.38e-5,78.00,1.63e-5
android,9/16/2018,1136239.00,6.90E-02,423967.00,8.87E-02
mongodb,9/15/2018,103776.00,6.31E-03,36405.00,7.62E-03
amazon-data-pipeline,9/15/2018,402.00,2.44e-5,199.00,4.16e-5
amazon-elastic-beanstalk,9/15/2018,650.00,3.95e-5,318.00,6.65e-5
amazon-cloudformation,9/15/2018,2482.00,1.50848e-4,872.00,1.82478e-4
applepay,9/15/2018,356.00,2.16e-5,173.00,3.62e-5
amazon-rds-aurora,9/15/2018,318.00,1.93e-5,144.00,3.01e-5
amazon-route53,9/15/2018,1090.00,6.62e-5,384.00,8.04e-5
amazon-simpledb,9/15/2018,392.00,2.38e-5,78.00,1.63e-5
amazon-s3,9/15/2018,25316.00,1.54E-03,9966.00,2.09E-03
citrix,9/15/2018,593.00,3.6e-5,288.00,6.03e-5
paypal,9/15/2018,18028.00,1.10E-03,8393.00,1.76E-03
amazon-ec2,9/15/2018,22680.00,1.38E-03,8476.00,1.77E-03
ios8,9/15/2018,9400.00,5.71303e-4,3213.00,6.72368e-4
amazon-rds,9/15/2018,2513.00,1.52732e-4,1014.00,2.12194e-4
dropbox-api,9/15/2018,2070.00,1.25808e-4,828.00,1.7327e-4
android-pay,9/15/2018,488.00,2.97e-5,219.00,4.58e-5
osx,9/15/2018,87307.00,5.31E-03,87307.00,1.83E-02
amazon-cloudsearch,9/15/2018,319.00,1.94e-5,135.00,2.83e-5
amazon-cloudfront,9/15/2018,2252.00,1.3687e-4,881.00,1.84362e-4
amazon-mws,9/15/2018,703.00,4.27e-5,276.00,5.78e-5
amazon-kinesis,9/15/2018,757.00,4.6e-5,373.00,7.81e-5
applepayjs,9/15/2018,30.00,1.82e-6,19.00,3.98e-6
windows,9/15/2018,124532.00,7.57E-03,38894.00,8.14E-03
amazon-ecs,9/15/2018,948.00,5.76e-5,445.00,9.31e-5
amazon-vpc,9/15/2018,715.00,4.35e-5,215.00,4.5e-5
amazon-web-services,9/15/2018,63502.00,3.86E-03,24956.00,5.22E-03
amazon-cloudwatch,9/15/2018,1160.00,7.05e-5,493.00,1.03167e-4
ios,9/15/2018,576303.00,3.50E-02,188872.00,3.95E-02
google-spreadsheet,9/15/2018,15570.00,9.46295e-4,5930.00,1.24E-03
android,9/15/2018,1135957.00,6.90E-02,423816.00,8.87E-02
amazon-elasticache,9/15/2018,431.00,2.62e-5,177.00,3.7e-5
amazon-emr,9/15/2018,3034.00,1.84397e-4,1235.00,2.58441e-4
amazon-cognito,9/15/2018,1885.00,1.14564e-4,809.00,1.69295e-4
sql-server,9/15/2018,241725.00,1.47E-02,60592.00,1.27E-02
amazon,9/15/2018,3632.00,2.20742e-4,1409.00,2.94854e-4
cognos,9/15/2018,848.00,5.15e-5,380.00,7.95e-5
dropbox,9/15/2018,3069.00,1.86524e-4,1169.00,2.44629e-4
amazon-sqs,9/15/2018,1570.00,9.54e-5,552.00,1.15514e-4
ios9,9/15/2018,4182.00,2.54169e-4,1580.00,3.30638e-4
amazon-glacier,9/15/2018,191.00,1.16e-5,58.00,1.21e-5
amazon-elb,9/15/2018,1061.00,6.45e-5,383.00,8.01e-5
amazon-dynamodb,9/15/2018,5934.00,3.6065e-4,2150.00,4.49918e-4
actionscript-3,9/15/2018,41143.00,2.50E-03,11025.00,2.31E-03
stripe-payments,9/15/2018,4933.00,2.99811e-4,1777.00,3.7186e-4
azure,9/15/2018,60890.00,3.70E-03,20958.00,4.39E-03
amazon-redshift,9/15/2018,3464.00,2.10531e-4,1252.00,2.61999e-4
amazon-swf,9/15/2018,232.00,1.41e-5,77.00,1.61e-5
amazon-lambda,9/15/2018,7914.00,4.80988e-4,7914.00,1.66E-03
actionscript,9/15/2018,9100.00,5.5307e-4,2443.00,5.11234e-4
amazon-ebs,9/15/2018,338.00,2.05e-5,55.00,1.15e-5
excel,9/15/2018,177030.00,1.08E-02,61628.00,1.29E-02
amazon-ses,9/15/2018,930.00,5.65e-5,355.00,7.43e-5
amazon-sns,9/15/2018,1394.00,8.47e-5,598.00,1.2514e-4
applepayjs,9/14/2018,30.00,1.82e-6,19.00,3.97e-6
amazon,9/14/2018,3638.00,2.21067e-4,1414.00,2.95545e-4
actionscript-3,9/14/2018,41143.00,2.50E-03,11026.00,2.30E-03
amazon-simpledb,9/14/2018,392.00,2.38e-5,78.00,1.63e-5
amazon-lambda,9/14/2018,7904.00,4.80294e-4,7904.00,1.65E-03
amazon-ses,9/14/2018,928.00,5.64e-5,354.00,7.4e-5
citrix,9/14/2018,595.00,3.62e-5,291.00,6.08e-5
amazon-cloudfront,9/14/2018,2251.00,1.36784e-4,880.00,1.83932e-4
stripe-payments,9/14/2018,4932.00,2.99696e-4,1779.00,3.71832e-4
android,9/14/2018,1136362.00,6.91E-02,424344.00,8.87E-02
amazon-rds,9/14/2018,2515.00,1.52827e-4,1019.00,2.12985e-4
amazon-cloudformation,9/14/2018,2481.00,1.50761e-4,871.00,1.82051e-4
paypal,9/14/2018,18047.00,1.10E-03,8415.00,1.76E-03
applepay,9/14/2018,356.00,2.16e-5,173.00,3.62e-5
amazon-cloudsearch,9/14/2018,319.00,1.94e-5,135.00,2.82e-5
amazon-mws,9/14/2018,703.00,4.27e-5,276.00,5.77e-5
amazon-elasticache,9/14/2018,431.00,2.62e-5,177.00,3.7e-5
amazon-cloudwatch,9/14/2018,1156.00,7.02e-5,494.00,1.03253e-4
amazon-cognito,9/14/2018,1885.00,1.14544e-4,813.00,1.69928e-4
amazon-dynamodb,9/14/2018,5935.00,3.60646e-4,2156.00,4.50633e-4
ios9,9/14/2018,4184.00,2.54245e-4,1582.00,3.30659e-4
amazon-sqs,9/14/2018,1571.00,9.55e-5,554.00,1.15793e-4
azure,9/14/2018,60863.00,3.70E-03,20956.00,4.38E-03
amazon-swf,9/14/2018,232.00,1.41e-5,77.00,1.61e-5
amazon-ebs,9/14/2018,338.00,2.05e-5,55.00,1.15e-5
amazon-elastic-beanstalk,9/14/2018,651.00,3.96e-5,319.00,6.67e-5
amazon-data-pipeline,9/14/2018,403.00,2.45e-5,200.00,4.18e-5
amazon-rds-aurora,9/14/2018,319.00,1.94e-5,145.00,3.03e-5
amazon-s3,9/14/2018,25314.00,1.54E-03,9967.00,2.08E-03
amazon-route53,9/14/2018,1089.00,6.62e-5,384.00,8.03e-5
amazon-ec2,9/14/2018,22682.00,1.38E-03,8488.00,1.77E-03
ios8,9/14/2018,9400.00,5.71201e-4,3213.00,6.7156e-4
dropbox-api,9/14/2018,2071.00,1.25846e-4,828.00,1.73063e-4
android-pay,9/14/2018,489.00,2.97e-5,220.00,4.6e-5
osx,9/14/2018,87323.00,5.31E-03,87323.00,1.83E-02
amazon-kinesis,9/14/2018,760.00,4.62e-5,377.00,7.88e-5
windows,9/14/2018,124570.00,7.57E-03,38949.00,8.14E-03
amazon-ecs,9/14/2018,947.00,5.75e-5,445.00,9.3e-5
amazon-vpc,9/14/2018,715.00,4.34e-5,215.00,4.49e-5
amazon-web-services,9/14/2018,63502.00,3.86E-03,24987.00,5.22E-03
ios,9/14/2018,576430.00,3.50E-02,189062.00,3.95E-02
google-spreadsheet,9/14/2018,15588.00,9.47219e-4,5955.00,1.24E-03
actionscript,9/14/2018,9101.00,5.53032e-4,2444.00,5.10829e-4
amazon-emr,9/14/2018,3034.00,1.84364e-4,1234.00,2.57923e-4
sql-server,9/14/2018,241717.00,1.47E-02,60650.00,1.27E-02
cognos,9/14/2018,848.00,5.15e-5,381.00,7.96e-5
dropbox,9/14/2018,3070.00,1.86552e-4,1171.00,2.44754e-4
amazon-glacier,9/14/2018,191.00,1.16e-5,58.00,1.21e-5
amazon-elb,9/14/2018,1063.00,6.46e-5,385.00,8.05e-5
amazon-redshift,9/14/2018,3457.00,2.10068e-4,1247.00,2.6064e-4
mongodb,9/14/2018,103837.00,6.31E-03,36467.00,7.62E-03
excel,9/14/2018,177106.00,1.08E-02,61736.00,1.29E-02
amazon-sns,9/14/2018,1394.00,8.47e-5,599.00,1.25199e-4
stripe-payments,9/13/2018,4927.00,2.99526e-4,1775.00,3.71248e-4
amazon-cloudformation,9/13/2018,2478.00,1.50645e-4,873.00,1.82593e-4
applepay,9/13/2018,356.00,2.16e-5,174.00,3.64e-5
amazon-cloudwatch,9/13/2018,1155.00,7.02e-5,494.00,1.03323e-4
amazon-dynamodb,9/13/2018,5928.00,3.60382e-4,2151.00,4.49894e-4
amazon-elastic-beanstalk,9/13/2018,651.00,3.96e-5,319.00,6.67e-5
android-pay,9/13/2018,489.00,2.97e-5,220.00,4.6e-5
amazon-ecs,9/13/2018,946.00,5.75e-5,444.00,9.29e-5
windows,9/13/2018,124538.00,7.57E-03,38938.00,8.14E-03
amazon-glacier,9/13/2018,191.00,1.16e-5,58.00,1.21e-5
amazon-sns,9/13/2018,1395.00,8.48e-5,600.00,1.25494e-4
amazon-lambda,9/13/2018,7890.00,4.79657e-4,7890.00,1.65E-03
actionscript-3,9/13/2018,41143.00,2.50E-03,11026.00,2.31E-03
amazon,9/13/2018,3637.00,2.21105e-4,1414.00,2.95747e-4
applepayjs,9/13/2018,30.00,1.82e-6,19.00,3.97e-6
amazon-web-services,9/13/2018,63431.00,3.86E-03,24951.00,5.22E-03
excel,9/13/2018,176989.00,1.08E-02,61683.00,1.29E-02
amazon-redshift,9/13/2018,3453.00,2.09919e-4,1247.00,2.60817e-4
amazon-elb,9/13/2018,1063.00,6.46e-5,386.00,8.07e-5
dropbox,9/13/2018,3068.00,1.86513e-4,1170.00,2.44712e-4
cognos,9/13/2018,847.00,5.15e-5,380.00,7.95e-5
sql-server,9/13/2018,241602.00,1.47E-02,60600.00,1.27E-02
amazon-emr,9/13/2018,3031.00,1.84264e-4,1233.00,2.57889e-4
actionscript,9/13/2018,9101.00,5.53278e-4,2444.00,5.11178e-4
google-spreadsheet,9/13/2018,15569.00,9.46486e-4,5943.00,1.24E-03
ios,9/13/2018,576271.00,3.50E-02,189005.00,3.95E-02
amazon-vpc,9/13/2018,712.00,4.33e-5,213.00,4.46e-5
osx,9/13/2018,87301.00,5.31E-03,87301.00,1.83E-02
amazon-kinesis,9/13/2018,759.00,4.61e-5,376.00,7.86e-5
dropbox-api,9/13/2018,2071.00,1.25902e-4,828.00,1.73181e-4
ios8,9/13/2018,9400.00,5.71456e-4,3213.00,6.72021e-4
amazon-ec2,9/13/2018,22671.00,1.38E-03,8483.00,1.77E-03
amazon-route53,9/13/2018,1087.00,6.61e-5,383.00,8.01e-5
amazon-data-pipeline,9/13/2018,403.00,2.45e-5,200.00,4.18e-5
amazon-s3,9/13/2018,25292.00,1.54E-03,9952.00,2.08E-03
amazon-rds-aurora,9/13/2018,319.00,1.94e-5,145.00,3.03e-5
amazon-ebs,9/13/2018,338.00,2.05e-5,55.00,1.15e-5
amazon-swf,9/13/2018,232.00,1.41e-5,77.00,1.61e-5
azure,9/13/2018,60812.00,3.70E-03,20923.00,4.38E-03
amazon-sqs,9/13/2018,1569.00,9.54e-5,552.00,1.15454e-4
ios9,9/13/2018,4184.00,2.54359e-4,1583.00,3.31095e-4
amazon-cognito,9/13/2018,1879.00,1.1423e-4,808.00,1.68998e-4
amazon-mws,9/13/2018,702.00,4.27e-5,276.00,5.77e-5
amazon-elasticache,9/13/2018,431.00,2.62e-5,177.00,3.7e-5
amazon-cloudsearch,9/13/2018,319.00,1.94e-5,135.00,2.82e-5
paypal,9/13/2018,18042.00,1.10E-03,8412.00,1.76E-03
amazon-rds,9/13/2018,2513.00,1.52773e-4,1018.00,2.12921e-4
android,9/13/2018,1135961.00,6.91E-02,424158.00,8.87E-02
amazon-cloudfront,9/13/2018,2248.00,1.36663e-4,878.00,1.83639e-4
citrix,9/13/2018,596.00,3.62e-5,292.00,6.11e-5
amazon-ses,9/13/2018,928.00,5.64e-5,354.00,7.4e-5
amazon-simpledb,9/13/2018,392.00,2.38e-5,78.00,1.63e-5
mongodb,9/13/2018,103774.00,6.31E-03,36423.00,7.62E-03
amazon-cognito,9/12/2018,1875.00,1.14041e-4,804.00,1.6829e-4
amazon-cloudsearch,9/12/2018,319.00,1.94e-5,135.00,2.83e-5
amazon-elasticache,9/12/2018,429.00,2.61e-5,175.00,3.66e-5
amazon-cloudwatch,9/12/2018,1151.00,7e-5,491.00,1.02774e-4
amazon-mws,9/12/2018,700.00,4.26e-5,274.00,5.74e-5
actionscript-3,9/12/2018,41143.00,2.50E-03,11028.00,2.31E-03
amazon-redshift,9/12/2018,3445.00,2.09532e-4,1243.00,2.6018e-4
amazon-lambda,9/12/2018,7875.00,4.78973e-4,7875.00,1.65E-03
amazon-glacier,9/12/2018,191.00,1.16e-5,58.00,1.21e-5
amazon-elb,9/12/2018,1062.00,6.46e-5,385.00,8.06e-5
amazon-simpledb,9/12/2018,392.00,2.38e-5,78.00,1.63e-5
dropbox,9/12/2018,3067.00,1.86541e-4,1169.00,2.4469e-4
applepayjs,9/12/2018,30.00,1.82e-6,19.00,3.98e-6
cognos,9/12/2018,847.00,5.15e-5,380.00,7.95e-5
sql-server,9/12/2018,241486.00,1.47E-02,60570.00,1.27E-02
amazon-emr,9/12/2018,3028.00,1.84169e-4,1233.00,2.58087e-4
amazon-ses,9/12/2018,928.00,5.64e-5,354.00,7.41e-5
actionscript,9/12/2018,9101.00,5.53541e-4,2444.00,5.11569e-4
google-spreadsheet,9/12/2018,15553.00,9.45963e-4,5933.00,1.24E-03
amazon-sns,9/12/2018,1394.00,8.48e-5,599.00,1.2538e-4
ios,9/12/2018,576082.00,3.50E-02,188914.00,3.95E-02
amazon-web-services,9/12/2018,63361.00,3.85E-03,24906.00,5.21E-03
amazon-vpc,9/12/2018,712.00,4.33e-5,213.00,4.46e-5
citrix,9/12/2018,596.00,3.62e-5,292.00,6.11e-5
amazon-cloudfront,9/12/2018,2246.00,1.36606e-4,877.00,1.8357e-4
osx,9/12/2018,87267.00,5.31E-03,87267.00,1.83E-02
amazon-kinesis,9/12/2018,759.00,4.62e-5,376.00,7.87e-5
android-pay,9/12/2018,489.00,2.97e-5,220.00,4.6e-5
amazon-ecs,9/12/2018,944.00,5.74e-5,443.00,9.27e-5
dropbox-api,9/12/2018,2070.00,1.25901e-4,827.00,1.73104e-4
stripe-payments,9/12/2018,4925.00,2.99546e-4,1773.00,3.71113e-4
excel,9/12/2018,176888.00,1.08E-02,61639.00,1.29E-02
windows,9/12/2018,124494.00,7.57E-03,38907.00,8.14E-03
ios8,9/12/2018,9400.00,5.71727e-4,3213.00,6.72534e-4
mongodb,9/12/2018,103697.00,6.31E-03,36374.00,7.61E-03
amazon-ec2,9/12/2018,22658.00,1.38E-03,8471.00,1.77E-03
amazon-data-pipeline,9/12/2018,403.00,2.45e-5,200.00,4.19e-5
amazon-route53,9/12/2018,1085.00,6.6e-5,382.00,8e-5
android,9/12/2018,1135496.00,6.91E-02,423927.00,8.87E-02
amazon-s3,9/12/2018,25268.00,1.54E-03,9936.00,2.08E-03
amazon-elastic-beanstalk,9/12/2018,651.00,3.96e-5,319.00,6.68e-5
amazon-cloudformation,9/12/2018,2470.00,1.5023e-4,866.00,1.81268e-4
amazon-rds-aurora,9/12/2018,319.00,1.94e-5,145.00,3.04e-5
amazon-rds,9/12/2018,2512.00,1.52785e-4,1019.00,2.13293e-4
amazon,9/12/2018,3635.00,2.21088e-4,1411.00,2.95345e-4
amazon-ebs,9/12/2018,338.00,2.06e-5,55.00,1.15e-5
paypal,9/12/2018,18030.00,1.10E-03,8403.00,1.76E-03
amazon-swf,9/12/2018,232.00,1.41e-5,77.00,1.61e-5
